Company,TypeName,Inches,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,TouchScreen,IPS
Dell,Ultrabook,13.3,Intel Core i5,8,128,Intel,Windows,1.29,47898,Yes,Yes
Acer,Notebook,15.6,Intel Core i7,4,500,Nvidia,Windows,2.2,34045,No,No
Dell,Notebook,15.6,Intel Core i5,8,1,Intel,Windows,2.18,44542,No,No
Dell,Notebook,15.6,Intel Core i7,16,2562,AMD,Windows,2.2,64961,No,No
Other,Notebook,15.6,Intel Core i7,16,256,Nvidia,Other,1.95,74589,No,Yes
Asus,Other,11.6,Intel Celeron,2,32,Intel,Windows,1.1,13053,No,No
HP,Notebook,15.6,Intel Core i5,4,1,Intel,Windows,2.04,27783,Yes,No
Asus,Gaming,15.6,Intel Core i7,24,512,Nvidia,Windows,2.24,158135,No,No
HP,Notebook,15.6,Intel Core i5,8,256,Nvidia,Windows,2.04,47365,No,No
Asus,Gaming,17.3,Intel Core i7,16,2561,Nvidia,Windows,3.0,80133,No,No
Lenovo,Gaming,15.6,Intel Core i7,8,2561,Nvidia,Windows,3.2,74538,No,Yes
HP,Ultrabook,13.3,Intel Core i7,8,256,Intel,Windows,1.32,74538,No,Yes
Dell,Notebook,14.0,Intel Core i5,8,256,Intel,Windows,1.64,68184,No,No
HP,Notebook,15.6,Intel Core i3,4,128,Intel,Windows,1.63,36709,No,No
Dell,Notebook,17.3,Intel Core i5,8,1281,AMD,Linux,2.8,47365,No,Yes
Lenovo,Notebook,14.0,Intel Core i5,8,256,Intel,Windows,2.02,71395,No,No
Lenovo,Notebook,15.6,Intel Core i7,4,1,Nvidia,Windows,2.2,42570,No,No
Lenovo,Notebook,15.6,Intel Core i3,8,2,Nvidia,Other,2.2,24455,No,No
Dell,Notebook,15.6,Intel Core i5,4,500,AMD,Windows,2.3,31168,No,No
Dell,Notebook,15.6,Intel Core i5,8,256,Intel,Windows,1.9,73366,No,No
Dell,Gaming,17.3,Intel Core i7,16,1281,Nvidia,Windows,4.42,160520,No,Yes
Toshiba,Notebook,15.6,Intel Core i5,8,500,Intel,Windows,2.0,45820,No,Yes
Asus,Notebook,15.6,Intel Core i7,8,2561,Nvidia,Windows,2.0,69210,No,Yes
Other,Notebook,13.3,Intel Celeron,4,32,Intel,Windows,1.2,19660,No,Yes
Asus,Gaming,15.6,Intel Core i5,8,1281,Nvidia,Windows,2.3,87858,No,Yes
Dell,Notebook,15.6,Intel Core i7,8,256,Nvidia,Windows,1.93,72940,No,No
Dell,Notebook,15.6,Intel Core i5,8,256,AMD,Windows,2.2,42486,No,No
HP,Notebook,15.6,Intel Other,4,256,Intel,Windows,1.86,21258,No,No
HP,Gaming,17.3,Intel Core i7,12,1,Nvidia,Windows,2.62,95850,No,No
Lenovo,Notebook,14.0,Intel Core i7,8,256,Nvidia,Windows,1.87,45767,No,Yes
Dell,Ultrabook,13.3,Intel Core i7,8,256,Intel,Windows,1.2,74538,Yes,No
Dell,Notebook,14.0,Intel Core i3,4,128,Intel,Windows,1.6,39207,No,No
HP,Ultrabook,13.3,Intel Core i7,8,256,Intel,Windows,1.34,61005,No,Yes
Acer,Gaming,15.6,Intel Core i5,8,1,Nvidia,Linux,2.4,42517,No,No
Asus,Notebook,15.6,AMD,4,500,AMD,Windows,2.0,18594,No,No
HP,Notebook,15.6,Intel Core i3,4,128,Intel,Windows,2.1,37589,No,No
Lenovo,Notebook,14.0,Intel Core i5,4,500,Intel,Windows,1.87,41824,No,No
Lenovo,Notebook,15.6,Intel Core i5,4,1,Intel,Other,2.15,24634,No,No
HP,Notebook,15.6,Intel Core i3,4,500,Intel,Windows,1.86,21152,No,No
Lenovo,Notebook,15.6,Intel Core i7,8,512,Intel,Windows,1.99,92121,No,Yes
Lenovo,Notebook,15.6,Intel Core i3,4,128,Intel,Windows,2.2,26586,No,No
Dell,Notebook,15.6,Intel Core i5,8,256,Intel,Windows,1.9,59513,No,No
Dell,Gaming,17.3,Intel Core i7,16,2561,Nvidia,Windows,4.42,143802,No,Yes
HP,Notebook,17.3,Intel Core i3,8,1,Intel,Windows,2.65,28992,No,No
HP,Notebook,17.3,Intel Core i7,8,1,Nvidia,Windows,2.63,68198,No,No
Asus,Notebook,15.6,Intel Celeron,4,500,Intel,Linux,2.0,11934,No,No
Other,Notebook,13.3,Intel Other,4,32,Intel,Windows,1.35,13586,No,Yes
Lenovo,Notebook,17.3,Intel Core i7,6,1281,Nvidia,Windows,2.8,50562,No,No
HP,Notebook,15.6,AMD,6,128,AMD,Windows,1.91,30310,No,Yes
Dell,Notebook,15.6,Intel Core i3,4,1,AMD,Windows,2.18,32921,No,No
Acer,2 in 1 Convertible,11.6,Intel Celeron,4,32,Intel,Windows,1.25,18594,Yes,Yes
Lenovo,Notebook,15.6,Intel Core i3,4,128,Intel,Windows,2.05,33566,No,No
HP,Ultrabook,13.3,Intel Other,16,512,Intel,Windows,1.16,104695,Yes,Yes
Lenovo,Notebook,17.3,Intel Core i7,8,256,Nvidia,Windows,3.4,159786,No,Yes
Asus,Notebook,15.6,Intel Core i5,8,1281,Nvidia,Windows,2.5,44701,No,No
Dell,Ultrabook,13.3,Intel Core i5,8,128,Intel,Windows,1.21,85194,Yes,Yes
Dell,Notebook,15.6,Intel Core i5,4,500,Intel,Windows,1.93,51095,No,No
Other,Notebook,15.6,Intel Core i5,8,1,Intel,Windows,2.2,39373,No,No
Lenovo,Notebook,15.6,Intel Other,4,500,Intel,Windows,2.2,18328,No,No
Lenovo,Notebook,14.0,Intel Core i5,4,500,Intel,Windows,2.02,52747,No,No
HP,Other,17.3,Intel Core i5,8,500,Nvidia,Windows,3.14,99153,No,No
HP,Notebook,14.0,Intel Other,8,2,Intel,Windows,1.94,20725,No,No
HP,Notebook,15.6,AMD,6,256,AMD,Windows,1.95,34578,No,Yes
Lenovo,Notebook,15.6,Intel Core i5,8,256,Intel,Windows,2.3,44222,No,No
Lenovo,Notebook,15.6,Intel Core i5,4,500,Intel,Windows,2.05,36496,No,No
Other,Notebook,14.0,Intel Other,4,32,Intel,Windows,1.4,13266,No,No
Toshiba,Ultrabook,14.0,Intel Core i7,16,512,Intel,Windows,1.24,99367,Yes,No
Lenovo,Gaming,17.3,Intel Core i7,32,2561,Nvidia,Windows,4.6,141884,No,Yes
MSI,Gaming,17.3,Intel Core i7,16,5121,Nvidia,Windows,4.14,145401,No,No
Dell,Notebook,15.6,Intel Core i7,8,256,AMD,Linux,2.2,39907,No,No
Other,Notebook,14.0,Intel Celeron,4,32,Intel,Windows,1.45,20725,No,Yes
Dell,Notebook,15.6,Intel Core i5,8,500,Intel,Windows,1.9,53733,No,No
HP,Notebook,13.3,Intel Core i3,4,128,Intel,Windows,1.49,38308,No,No
Dell,Notebook,15.6,Intel Core i7,16,256,Nvidia,Windows,1.93,81912,No,No
Dell,Other,11.6,Intel Celeron,4,16,Intel,Other,1.26,15717,No,No
MSI,Gaming,17.3,Intel Core i7,16,1281,Nvidia,Windows,4.5,125154,No,No
HP,Gaming,17.3,Intel Core i7,16,2561,Nvidia,Windows,3.78,79813,No,Yes
Lenovo,Ultrabook,14.0,Intel Core i7,12,256,Intel,Windows,1.4,89137,No,Yes
Lenovo,Notebook,15.6,Intel Core i7,12,1,Intel,Windows,2.2,32447,Yes,No
Asus,Gaming,17.3,Intel Core i5,8,1281,Nvidia,Windows,2.73,94305,No,Yes
Asus,2 in 1 Convertible,15.6,Intel Core i5,8,1,Intel,Windows,2.2,39373,Yes,No
Lenovo,Notebook,15.6,AMD,12,512,AMD,Windows,2.2,50562,No,No
Dell,2 in 1 Convertible,11.6,Intel Other,4,128,Intel,Windows,1.39,32127,Yes,No
Other,Notebook,15.6,Intel Core i7,16,1281,Nvidia,Windows,2.5,90522,No,No
Lenovo,Notebook,17.3,Intel Core i3,4,500,Intel,Other,2.8,28185,No,No
Lenovo,Notebook,15.6,Intel Core i3,8,1,Intel,Windows,2.29,24455,No,No
Lenovo,2 in 1 Convertible,13.3,Intel Core i7,8,512,Intel,Windows,1.37,107892,Yes,Yes
Lenovo,Notebook,14.0,Intel Core i5,8,256,Intel,Windows,1.7,78534,No,Yes
Dell,2 in 1 Convertible,12.5,Intel Core i5,8,256,Intel,Windows,1.34,88977,Yes,No
Dell,Other,15.6,Intel Core i7,8,256,Nvidia,Windows,2.06,93932,Yes,No
HP,Notebook,15.6,Intel Core i7,8,256,Intel,Windows,1.84,64948,No,No
HP,Notebook,15.6,Intel Core i3,4,500,Intel,Windows,2.1,35616,No,No
Acer,Notebook,14.0,Intel Celeron,4,32,Intel,Windows,1.6,17529,No,No
MSI,Gaming,17.3,Intel Core i7,16,1281,Nvidia,Windows,4.14,117162,No,No
Dell,Notebook,15.6,Intel Core i3,4,1,AMD,Linux,2.18,24775,No,No
MSI,Gaming,15.6,Intel Core i7,16,2562,Nvidia,Windows,1.8,122490,No,No
Toshiba,Notebook,15.6,Intel Core i7,8,256,Intel,Windows,2.2,74538,No,Yes
Lenovo,Notebook,15.6,Intel Core i5,6,1,Intel,Windows,2.4,30049,No,No
Lenovo,2 in 1 Convertible,15.6,Intel Core i7,8,256,Intel,Windows,2.0,69210,Yes,Yes
Acer,Notebook,14.0,Intel Other,4,128,Intel,Windows,1.6,18594,No,No
Lenovo,Notebook,15.6,Intel Other,32,1,Nvidia,Windows,2.5,261018,No,Yes
Dell,Gaming,15.6,Intel Core i7,16,1,Nvidia,Windows,2.59,46833,No,No
Dell,Notebook,15.6,Intel Core i3,4,1,Intel,Linux,2.18,23650,No,No
Dell,Notebook,15.6,Intel Core i3,4,1,Intel,Linux,2.25,19127,No,No
Dell,Notebook,15.6,Intel Core i5,4,500,Intel,Linux,1.93,46300,No,No
Asus,Gaming,17.3,Intel Core i7,8,1281,Nvidia,Windows,3.0,62231,No,No
Dell,Notebook,15.6,Intel Core i5,4,128,AMD,Linux,2.18,30316,No,No
HP,Ultrabook,15.6,Intel Core i7,8,512,Intel,Windows,1.84,74005,No,No
MSI,Gaming,15.6,Intel Core i7,16,2561,Nvidia,Windows,2.94,120831,No,No
Acer,2 in 1 Convertible,11.6,Intel Celeron,4,32,Intel,Other,1.25,20193,Yes,Yes
HP,Notebook,14.0,Intel Core i5,8,256,Intel,Windows,2.31,59886,No,No
Lenovo,Notebook,14.0,Intel Core i5,8,256,Intel,Windows,1.65,78055,No,No
Dell,Notebook,15.6,Intel Core i5,4,1,AMD,Windows,2.2,41345,No,No
Other,Notebook,15.6,Intel Core i5,8,256,Intel,Windows,2.2,42570,No,No
HP,Notebook,15.6,Intel Core i5,4,500,Intel,Windows,1.88,49656,No,No
Lenovo,Notebook,15.6,Intel Core i7,8,1,Nvidia,Windows,2.2,47898,No,No
Other,Notebook,14.0,Intel Other,2,32,Intel,Windows,1.4,12733,No,No
Lenovo,Notebook,15.6,Intel Core i5,4,128,Intel,Other,2.2,24935,No,No
Asus,2 in 1 Convertible,13.3,Intel Core i5,6,1,Intel,Windows,1.5,34046,Yes,No
Dell,Notebook,15.6,Intel Core i7,8,256,Nvidia,Windows,2.0,96969,No,No
Asus,Ultrabook,14.0,Intel Core i7,16,512,Intel,Windows,1.1,101232,No,No
Dell,Gaming,15.6,Intel Core i7,16,2561,Nvidia,Windows,2.62,78801,No,No
Lenovo,Notebook,15.6,Intel Core i5,4,256,Intel,Windows,1.8,44169,No,No
Lenovo,Notebook,15.6,Intel Core i3,4,1,Nvidia,Windows,2.2,30849,No,No
Asus,Notebook,15.6,Intel Celeron,8,1,Intel,Windows,2.0,21258,No,No
Asus,Notebook,15.6,Intel Core i5,8,1,Nvidia,Windows,1.99,48304,No,No
Dell,Ultrabook,13.3,Intel Core i5,8,256,Intel,Windows,1.23,99580,Yes,No
Lenovo,Notebook,14.0,Intel Celeron,2,32,Intel,Windows,1.42,13266,No,No
Lenovo,2 in 1 Convertible,13.3,Intel Core i7,8,256,Intel,Windows,1.37,93635,Yes,Yes
Dell,Notebook,15.6,Intel Core i7,16,1,Nvidia,Windows,2.06,127818,Yes,No
Lenovo,Gaming,15.6,Intel Core i7,8,1281,Nvidia,Windows,2.5,59087,No,Yes
HP,Notebook,17.0,AMD,8,1,AMD,Windows,2.6,27753,No,No
Lenovo,Ultrabook,14.0,Intel Core i7,16,512,Intel,Windows,1.14,130536,No,Yes
Asus,Gaming,15.6,Intel Core i7,8,1,Nvidia,Other,2.5,62284,No,Yes
Acer,Notebook,15.6,Intel Core i3,4,500,Intel,Windows,2.4,23976,No,No
Lenovo,Notebook,14.0,Intel Celeron,4,32,Intel,Windows,1.43,14598,No,No
Acer,Ultrabook,14.0,Intel Core i5,8,256,Intel,Windows,1.8,48964,No,Yes
Other,Gaming,14.0,Intel Core i7,16,256,Nvidia,Windows,1.95,138474,No,No
Toshiba,Notebook,13.3,Intel Core i5,8,256,Intel,Windows,1.2,64628,No,No
Lenovo,Ultrabook,12.5,Intel Core i7,8,256,Intel,Windows,1.36,84395,No,Yes
Asus,Gaming,17.3,Intel Core i7,32,512,Nvidia,Windows,3.8,149130,No,Yes
Acer,Gaming,15.6,Intel Core i5,8,1,Nvidia,Linux,2.4,37775,No,No
Dell,Ultrabook,13.3,Intel Core i5,8,256,Intel,Windows,1.2,77250,No,No
MSI,Gaming,15.6,Intel Core i7,8,1281,Nvidia,Windows,2.2,63499,No,No
HP,Notebook,15.6,Intel Core i3,4,500,Intel,Other,1.86,19441,No,No
Toshiba,Notebook,15.6,Intel Core i5,8,500,Intel,Windows,2.0,56689,No,Yes
Dell,Notebook,15.6,Intel Core i7,8,256,AMD,Windows,2.2,48964,No,No
Dell,Notebook,15.6,Intel Core i7,16,2562,AMD,Windows,2.2,60472,No,No
Lenovo,Gaming,15.6,Intel Core i7,8,1281,Nvidia,Windows,3.31,63722,No,Yes
Dell,Gaming,17.3,Intel Core i7,32,5121,Nvidia,Windows,4.42,167691,No,Yes
Dell,Notebook,14.0,Intel Core i5,8,256,Intel,Windows,1.56,65481,No,No
Lenovo,Notebook,15.6,Intel Celeron,4,500,Intel,Windows,2.2,22324,No,No
Lenovo,Notebook,15.6,Intel Core i5,4,500,Intel,Windows,2.2,28504,No,No
HP,Notebook,15.6,Intel Core i3,6,1,AMD,Windows,2.04,28717,No,No
MSI,Gaming,17.3,Intel Core i7,8,1281,Nvidia,Windows,2.7,79215,No,No
Toshiba,Notebook,15.6,Intel Core i3,4,128,Intel,Windows,2.1,26533,No,No
Dell,Notebook,15.6,Intel Core i5,8,1,Intel,Windows,2.06,50882,No,No
HP,Notebook,15.6,Intel Core i7,8,1,AMD,Windows,2.1,39693,No,No
Toshiba,Notebook,15.6,Intel Core i5,8,256,Intel,Windows,2.0,67026,No,Yes
Acer,Notebook,15.6,Intel Core i3,4,128,Intel,Linux,2.1,21951,No,No
Other,Ultrabook,13.5,Intel Core i7,8,256,Intel,Windows,1.252,99519,Yes,No
Lenovo,Notebook,15.6,Intel Core i5,8,1281,AMD,Windows,1.9,43580,No,No
Lenovo,2 in 1 Convertible,13.3,Intel Core i5,8,256,Intel,Windows,1.3,55091,Yes,Yes
Lenovo,Notebook,15.6,AMD,4,128,AMD,Windows,2.2,18594,No,No
HP,2 in 1 Convertible,14.0,Intel Core i3,4,128,Nvidia,Windows,1.63,37242,Yes,Yes
MSI,Gaming,15.6,Intel Core i7,16,2561,Nvidia,Windows,2.4,68944,No,No
Asus,Ultrabook,14.0,Intel Core i5,8,256,Intel,Windows,1.1,60472,No,No
HP,2 in 1 Convertible,11.6,Intel Celeron,8,64,Intel,Other,1.4,26373,Yes,No
Other,Ultrabook,15.6,Intel Core i7,8,512,Intel,Windows,1.09,122490,No,Yes
Acer,Gaming,15.6,Intel Core i5,16,256,Nvidia,Windows,2.5,69210,No,No
MSI,Gaming,15.6,Intel Core i5,8,256,Nvidia,Windows,2.2,53168,No,No
Asus,Notebook,15.6,Intel Celeron,4,128,Intel,Windows,1.86,22324,No,No
Dell,Gaming,15.6,Intel Core i5,16,1281,Nvidia,Windows,3.21,109277,No,No
HP,Notebook,17.3,Intel Core i3,4,256,AMD,Windows,2.5,37242,No,Yes
Lenovo,2 in 1 Convertible,13.3,Intel Core i7,8,512,Intel,Windows,1.19,79866,Yes,Yes
Dell,Gaming,15.6,Intel Core i7,16,2561,Nvidia,Windows,3.49,149916,No,No
HP,Notebook,15.6,Intel Core i5,4,500,AMD,Windows,1.86,32639,No,No
Dell,Notebook,15.6,Intel Core i3,4,1,AMD,Windows,2.2,29073,No,No
HP,Notebook,17.3,AMD,6,2,AMD,Windows,2.65,30316,No,Yes
Lenovo,Notebook,15.6,Intel Celeron,4,500,Intel,Windows,2.1,16943,No,No
Acer,Notebook,14.0,Intel Celeron,4,32,Intel,Other,1.45,19980,No,No
Lenovo,Notebook,14.0,Intel Core i5,4,256,Intel,Windows,1.7,37242,No,No
HP,Other,17.3,Intel Core i7,8,500,Nvidia,Windows,3.14,101657,No,No
Lenovo,2 in 1 Convertible,14.0,Intel Core i7,8,256,Intel,Windows,1.42,137995,Yes,No
Toshiba,Notebook,13.3,Intel Core i5,8,256,Intel,Windows,1.5,51841,No,Yes
Acer,Other,11.6,Intel Celeron,4,32,Intel,Windows,1.4,14332,No,No
Lenovo,2 in 1 Convertible,14.0,Intel Core i7,16,512,Intel,Windows,1.38,93186,Yes,No
Asus,2 in 1 Convertible,12.5,Intel Other,4,64,Intel,Other,1.2,35644,Yes,No
Toshiba,Ultrabook,13.3,Intel Core i7,16,512,Intel,Windows,1.36,100006,Yes,No
HP,Notebook,15.6,Intel Core i7,4,500,AMD,Windows,2.1,36709,No,Yes
Dell,Gaming,15.6,Intel Core i5,8,1,Nvidia,Windows,2.56,43636,No,No
Lenovo,Notebook,15.6,AMD,4,256,AMD,Windows,2.2,21258,No,No
Lenovo,Notebook,15.6,AMD,8,1,AMD,Windows,2.2,22857,No,No
Lenovo,Notebook,15.6,Intel Core i5,4,11,Intel,Windows,2.1,33110,No,No
Lenovo,Notebook,15.6,Intel Core i3,4,500,Intel,Other,1.9,23976,No,No
Dell,Notebook,15.6,Intel Core i5,8,256,Intel,Windows,2.18,42357,No,No
Acer,2 in 1 Convertible,13.3,Intel Core i5,8,256,Intel,Windows,1.6,53226,Yes,Yes
Lenovo,Other,15.6,Intel Core i7,16,512,Nvidia,Windows,2.18,98834,No,No
Lenovo,Notebook,14.0,Intel Core i5,8,256,Intel,Windows,1.8,63456,No,No
HP,Notebook,17.3,AMD,6,2,AMD,Windows,2.71,34898,No,Yes
Lenovo,Gaming,15.6,Intel Core i7,8,1281,Nvidia,Windows,2.5,66546,No,Yes
Dell,Notebook,14.0,Intel Core i5,8,256,Nvidia,Linux,1.64,58021,No,No
Dell,Notebook,15.6,Intel Core i5,8,1,Intel,Linux,1.98,38681,No,No
Asus,Notebook,14.0,Intel Celeron,4,32,Intel,Windows,1.5,15877,No,No
Dell,Notebook,15.6,Intel Core i5,16,512,Intel,Windows,1.93,76012,No,No
Lenovo,Notebook,14.0,Intel Core i5,8,256,Nvidia,Windows,1.87,45664,No,Yes
Dell,Notebook,15.6,Intel Core i5,8,256,Intel,Windows,1.9,62817,No,No
Lenovo,Notebook,15.6,AMD,4,500,AMD,Windows,2.19,15877,No,No
Other,Notebook,14.0,Intel Other,4,32,Intel,Windows,1.4,14119,No,Yes
HP,Notebook,17.3,Intel Core i7,8,256,Nvidia,Windows,2.63,63936,No,No
Lenovo,Ultrabook,14.0,Intel Core i7,8,512,Intel,Windows,1.17,89864,No,Yes
HP,2 in 1 Convertible,13.3,Intel Core i5,8,256,Intel,Windows,1.58,44574,Yes,Yes
Lenovo,Ultrabook,14.0,Intel Core i5,8,256,Intel,Windows,1.32,79866,No,Yes
Dell,Gaming,17.3,Intel Core i7,32,11,Nvidia,Windows,4.36,194972,No,No
MSI,Gaming,17.3,Intel Core i7,8,1281,Nvidia,Windows,2.7,71847,No,No
Lenovo,Notebook,15.6,Intel Core i5,4,1,Intel,Other,1.9,26101,No,No
Dell,Notebook,15.6,Intel Core i5,8,1281,AMD,Windows,2.2,38308,No,No
Dell,2 in 1 Convertible,13.3,Intel Core i3,4,1,Intel,Windows,1.71,34578,Yes,No
Dell,Notebook,15.6,Intel Core i5,8,1,AMD,Linux,2.32,31409,No,No
HP,Notebook,15.6,AMD,4,1,AMD,Windows,2.1,26053,No,No
Acer,Gaming,17.3,Intel Core i7,16,1281,Nvidia,Windows,4.2,103096,No,Yes
Dell,Notebook,15.6,Intel Core i5,12,1,Intel,Windows,2.25,34578,No,No
HP,Notebook,15.6,AMD,6,1281,AMD,Windows,2.1,34632,No,No
Acer,Notebook,15.6,Intel Core i5,4,500,Intel,Windows,2.4,29783,No,No
Lenovo,Notebook,13.3,Intel Core i5,8,256,Intel,Windows,1.44,51148,No,Yes
Lenovo,Notebook,15.6,Intel Core i7,4,1,Intel,Windows,1.85,41505,No,No
HP,Other,15.6,Intel Core i7,16,256,Nvidia,Windows,2.6,128884,No,No
Dell,2 in 1 Convertible,13.3,Intel Core i5,8,1,Intel,Windows,1.55,35111,Yes,No
MSI,Gaming,15.6,Intel Core i7,16,2561,Nvidia,Windows,1.8,111593,No,No
Acer,Notebook,15.6,Intel Core i3,4,500,Intel,Windows,2.4,21887,No,No
Dell,Notebook,15.6,Intel Core i7,8,1281,Nvidia,Windows,2.0,64308,No,No
Dell,Notebook,15.6,Intel Core i3,8,256,Intel,Windows,2.0,35431,No,No
Toshiba,Notebook,14.0,Intel Core i5,8,256,Intel,Windows,1.25,81784,Yes,Yes
Lenovo,2 in 1 Convertible,14.0,Intel Core i5,8,256,Intel,Windows,1.7,53226,Yes,No
Lenovo,Other,15.6,Intel Core i7,16,1,Nvidia,Windows,2.5,175770,No,Yes
Acer,Notebook,14.0,Intel Celeron,2,32,Intel,Other,1.68,17582,No,No
Other,Ultrabook,13.3,Intel Core i7,16,256,Intel,Windows,0.81,87858,No,No
HP,Notebook,15.6,Intel Core i3,8,256,Intel,Windows,1.86,28717,No,No
Dell,Notebook,14.0,Intel Core i5,8,256,Intel,Windows,1.6,60031,No,No
HP,Other,17.3,Intel Other,16,256,Nvidia,Windows,3.0,233845,No,Yes
Lenovo,Other,11.6,Intel Celeron,4,128,Intel,Windows,1.4,25308,Yes,No
HP,Notebook,15.6,Intel Core i5,8,256,Intel,Windows,1.84,101232,No,No
Asus,Notebook,15.6,Intel Core i5,4,1,Nvidia,Other,2.45,30849,No,No
Lenovo,Ultrabook,14.0,Intel Core i5,4,180,Intel,Windows,1.7,58394,No,No
Asus,Notebook,15.6,Intel Core i7,4,256,Intel,Windows,2.37,45282,No,No
Lenovo,2 in 1 Convertible,13.3,Intel Core i5,8,256,Intel,Windows,1.3,63882,Yes,Yes
HP,Notebook,15.6,Intel Core i5,8,1281,Nvidia,Windows,2.2,58554,No,Yes
HP,Other,15.6,Intel Core i7,8,256,Nvidia,Windows,2.59,83170,No,No
Dell,Gaming,15.6,Intel Core i7,16,2561,Nvidia,Windows,4.42,152859,No,Yes
Acer,Notebook,15.6,Intel Core i5,4,256,Intel,Windows,2.1,31914,No,No
Lenovo,Gaming,15.6,Intel Core i7,8,1281,Nvidia,Windows,2.5,55837,No,Yes
Dell,Ultrabook,12.5,Intel Core i7,16,256,Intel,Windows,1.18,99047,No,No
Other,Ultrabook,12.3,Intel Core i5,8,256,Intel,Other,1.1,83063,Yes,No
Asus,Ultrabook,13.3,Intel Core i5,8,256,Intel,Windows,1.2,60153,No,Yes
Dell,Notebook,13.3,Intel Core i3,4,500,Intel,Windows,1.65,45234,No,No
